manner_of_death,armed,age,gender,race,city,state,flee,body_camera,arms_category,year
shot,knife,32,M,Asian,South El Monte,CA,Not fleeing,FALSE,Sharp objects,2015
shot,gun,46,M,White,Pulaski,VA,Not fleeing,FALSE,Guns,2015
shot,gun,18,M,White,Wake Forest,NC,Car,FALSE,Guns,2015
shot,knife,38,M,White,Beacon,NY,Car,FALSE,Sharp objects,2015
shot,unknown,21,M,Black,Cerritos,CA,Car,FALSE,Unknown,2015
shot,sword,35,M,White,Kearny,AZ,Not fleeing,FALSE,Sharp objects,2015
shot,gun,58,M,White,Constantia,NY,Not fleeing,FALSE,Guns,2015
shot,gun,48,M,Black,Harvey,LA,Not fleeing,FALSE,Guns,2015
shot,unknown,31,M,Black,Fridley,MN,Car,FALSE,Unknown,2015
shot,gun,47,M,White,Tacoma,WA,Not fleeing,FALSE,Guns,2015
shot,unknown,34,M,Black,Landover,MD,Car,FALSE,Unknown,2015
shot,unknown,30,M,Black,Fort Worth,TX,Car,FALSE,Unknown,2015
shot,knife,28,M,White,St. Augustine,FL,Not fleeing,FALSE,Sharp objects,2015
shot,gun,28,M,Black,Jacksonville,FL,Foot,FALSE,Guns,2015
shot,unknown,40,M,White,Rancho Santa Margarita,CA,Not fleeing,FALSE,Unknown,2015
shot and Tasered,gun,46,M,Other,Honolulu,HI,Not fleeing,FALSE,Guns,2015
shot,gun,37,M,White,Portage,MI,Car,FALSE,Guns,2015
shot,gun,53,M,White,St. Augustine,FL,Not fleeing,FALSE,Guns,2015
shot,gun,41,M,White,Rockford,IL,Not fleeing,FALSE,Guns,2015
shot,toy weapon,42,M,White,Sacramento,CA,Not fleeing,FALSE,Other unusual objects,2015
shot,gun,45,M,Black,Harvey,IL,Foot,FALSE,Guns,2015
shot,gun,34,M,White,San Diego,CA,Foot,TRUE,Guns,2015
shot,gun,18,M,White,St. Petersburg,FL,Not fleeing,FALSE,Guns,2015
shot,sword,27,M,White,Ruidoso,NM,Not fleeing,FALSE,Sharp objects,2015
shot,unarmed,54,M,Hispanic,Arlington,VA,Not fleeing,FALSE,Unarmed,2015
shot,gun,35,M,White,Cabot,AR,Not fleeing,FALSE,Guns,2015
shot,gun,17,M,White,Grand Junction,CO,Other,FALSE,Guns,2015
shot,gun,29,M,Black,Lancaster,PA,Not fleeing,FALSE,Guns,2015
shot,gun,38,M,Black,Owensboro,KY,Not fleeing,FALSE,Guns,2015
shot,gun,26,M,Black,Omaha,NE,Not fleeing,FALSE,Guns,2015
shot and Tasered,knife,52,M,White,Green,OH,Not fleeing,FALSE,Sharp objects,2015
shot and Tasered,knife,39,F,White,Gillette,WY,Car,FALSE,Sharp objects,2015
shot,gun,22,M,Hispanic,El Paso,TX,Not fleeing,FALSE,Guns,2015
shot,knife,29,M,Black,Ft. Lauderdale,FL,Not fleeing,FALSE,Sharp objects,2015
shot,knife,43,M,White,North Charleston,SC,Not fleeing,FALSE,Sharp objects,2015
shot,knife,24,M,Hispanic,Hackensack,NJ,Not fleeing,FALSE,Sharp objects,2015
shot,gun,32,M,Black,Charleston,SC,Not fleeing,FALSE,Guns,2015
shot,toy weapon,40,M,White,Somerset,PA,Not fleeing,FALSE,Other unusual objects,2015
shot,gun,47,M,White,Sedalia,MO,Not fleeing,FALSE,Guns,2015
shot,gun,40,M,White,Eagar,AZ,Car,FALSE,Guns,2015
shot,gun,25,M,Black,Detroit,MI,Not fleeing,FALSE,Guns,2015
shot,gun,31,F,White,Austin,TX,Not fleeing,FALSE,Guns,2015
shot,knife,36,M,Black,Huntsville,AL,Not fleeing,FALSE,Sharp objects,2015
shot,gun,51,M,Black,Queens,NY,Not fleeing,FALSE,Guns,2015
shot,unknown,24,M,White,Bossier City,LA,Not fleeing,FALSE,Unknown,2015
shot,gun,62,M,White,Snohomish,WA,Not fleeing,FALSE,Guns,2015
shot,knife,39,M,White,Ideal Beach,NJ,Not fleeing,FALSE,Sharp objects,2015
shot,toy weapon,24,M,White,Edmond,OK,Not fleeing,FALSE,Other unusual objects,2015
shot,knife,57,M,White,Rockville,GA,Not fleeing,FALSE,Sharp objects,2015
shot and Tasered,unarmed,20,M,Other,Long Beach,CA,Not fleeing,FALSE,Unarmed,2015
shot and Tasered,screwdriver,33,M,White,Alpine,CA,Not fleeing,FALSE,Piercing objects,2015
shot,gun,60,M,White,Lancaster,SC,Not fleeing,FALSE,Guns,2015
shot,gun,32,M,Black,Northglenn,CO,Not fleeing,FALSE,Guns,2015
shot,gun,40,M,Black,Carrollton,GA,Not fleeing,FALSE,Guns,2015
shot and Tasered,lawn mower blade,18,M,White,Trenton,MI,Not fleeing,FALSE,Sharp objects,2015
shot,knife,36,M,Black,Lyndhurst,NJ,Not fleeing,FALSE,Sharp objects,2015
shot,gun,35,M,White,Okmulgee County,OK,Not fleeing,FALSE,Guns,2015
shot,gun,55,M,White,Wilderville,OR,Not fleeing,FALSE,Guns,2015
shot,unarmed,19,M,White,Cottonwood,AZ,Foot,FALSE,Unarmed,2015
shot,toy weapon,39,M,Hispanic,Nashville,TN,Not fleeing,FALSE,Other unusual objects,2015
shot,toy weapon,47,M,White,Palestine,TX,Not fleeing,TRUE,Other unusual objects,2015
shot,gun,23,M,White,Greece,NY,Other,FALSE,Guns,2015
shot,knife,26,M,Black,Roslindale,MA,Not fleeing,FALSE,Sharp objects,2015
shot,knife,26,M,White,Azle,TX,Not fleeing,FALSE,Sharp objects,2015
shot,gun,18,M,Hispanic,Ellis County,TX,Car,FALSE,Guns,2015
shot,knife,33,M,Hispanic,Fuqua,TX,Car,FALSE,Sharp objects,2015
shot,gun,56,M,White,Byram,NJ,Not fleeing,FALSE,Guns,2015
shot,gun,46,M,Hispanic,Delano,CA,Car,FALSE,Guns,2015
shot and Tasered,unarmed,36,M,Hispanic,Los Lunas,NM,Not fleeing,FALSE,Unarmed,2015
shot,gun,50,M,Hispanic,Santa Maria,CA,Not fleeing,FALSE,Guns,2015
shot,unknown,45,F,White,Morgantown,WV,Car,FALSE,Unknown,2015
shot,gun,53,M,White,North Port,FL,Not fleeing,FALSE,Guns,2015
shot,gun,45,M,Hispanic,Watsonsville,CA,Foot,FALSE,Guns,2015
shot,box cutter,42,M,White,Midland,TX,Not fleeing,FALSE,Sharp objects,2015
shot,gun,27,M,Hispanic,Strasburg,CO,Car,FALSE,Guns,2015
shot and Tasered,gun,30,M,Black,Oakland,CA,Not fleeing,TRUE,Guns,2015
shot,gun,36,M,White,Melbourne,FL,Not fleeing,FALSE,Guns,2015
shot,gun,58,M,White,Woodland,WA,Not fleeing,FALSE,Guns,2015
shot,knife,30,M,Hispanic,Anaheim,CA,Not fleeing,TRUE,Sharp objects,2015
shot,gun,69,M,White,Sun City,AZ,Not fleeing,FALSE,Guns,2015
shot,unarmed,30,M,White,Findlay,OH,Not fleeing,FALSE,Unarmed,2015
shot,gun,45,M,White,Tomball,TX,Car,FALSE,Guns,2015
shot,gun,22,M,Black,Cincinnati,OH,Not fleeing,FALSE,Guns,2015
shot,unarmed,28,M,White,Des Moines,IA,Car,FALSE,Unarmed,2015
shot,gun,19,M,Black,Bronx,NY,Not fleeing,FALSE,Guns,2015
shot,gun,40,M,Black,Pompano Beach,FL,Not fleeing,FALSE,Guns,2015
shot,unknown,46,M,Black,Miami,FL,Not fleeing,FALSE,Unknown,2015
shot,gun,28,M,Hispanic,Bexar County,TX,Not fleeing,FALSE,Guns,2015
shot,knife,22,M,Hispanic,Hackensack,NJ,Not fleeing,FALSE,Sharp objects,2015
shot,toy weapon,17,F,White,Kokomo,IN,Not fleeing,FALSE,Other unusual objects,2015
shot,gun,46,M,White,Fort Wayne,IN,Not fleeing,FALSE,Guns,2015
shot,flagpole,35,M,Black,Louisville,KY,Not fleeing,FALSE,Blunt instruments,2015
shot,guns and explosives,35,M,White,Hutchins,TX,Not fleeing,FALSE,Multiple,2015
shot,unknown,28,M,Hispanic,Stockton,CA,Car,FALSE,Unknown,2015
shot,gun,15,M,White,Cocoa,FL,Not fleeing,FALSE,Guns,2015
shot,unarmed,22,M,Black,South Lake Tahoe,CA,Foot,FALSE,Unarmed,2015
shot,gun,28,M,Hispanic,Visalia,CA,Not fleeing,FALSE,Guns,2015
shot,gun,31,M,Native,Wood Lake,ND,Not fleeing,FALSE,Guns,2015
shot,gun,40,F,White,Clanton,AL,Car,FALSE,Guns,2015
shot,gun,48,M,White,Hobbs,NM,Not fleeing,FALSE,Guns,2015
shot,knife,58,M,White,Coney Island,NY,Foot,FALSE,Sharp objects,2015
shot,knife,44,M,Hispanic,Boston,MA,Foot,FALSE,Sharp objects,2015
shot,gun,21,M,Black,Cincinnati,OH,Not fleeing,FALSE,Guns,2015
shot,gun,50,M,Hispanic,Greeley,CO,Not fleeing,FALSE,Guns,2015
shot,gun,23,M,Black,Chicago,IL,Foot,FALSE,Guns,2015
shot,unarmed,24,M,Hispanic,Azusa,CA,Not fleeing,FALSE,Unarmed,2015
shot,cordless drill,49,M,White,Houston,TX,Not fleeing,FALSE,Piercing objects,2015
shot,gun,60,M,White,Ronda,NC,Foot,FALSE,Guns,2015
shot,gun,35,M,Hispanic,Citrus Heights,CA,Not fleeing,FALSE,Guns,2015
shot,gun,29,M,White,Augusta,GA,Not fleeing,FALSE,Guns,2015
shot,gun,20,M,Black,Pittsburgh,PA,Car,FALSE,Guns,2015
shot,unarmed,34,M,White,Indianapolis,IN,Car,FALSE,Unarmed,2015
shot,knife,22,M,White,Hutchinson,KS,Not fleeing,FALSE,Sharp objects,2015
shot,knife,49,M,White,Weatherford,TX,Foot,FALSE,Sharp objects,2015
shot,gun,32,M,White,Omaha,NE,Not fleeing,FALSE,Guns,2015
shot,gun,26,M,Black,York County,VA,Not fleeing,TRUE,Guns,2015
shot,unarmed,41,M,Black,Owings Mills,MD,Not fleeing,FALSE,Unarmed,2015
shot,gun,61,M,White,Fresno,CA,Not fleeing,FALSE,Guns,2015
shot,gun,49,M,White,Malone,NY,Other,FALSE,Guns,2015
shot,gun,28,M,Hispanic,San Antonio,TX,Foot,FALSE,Guns,2015
shot,gun,35,M,White,Tahlequah,OK,Not fleeing,TRUE,Guns,2015
shot,toy weapon,29,M,White,Portland,OR,Not fleeing,FALSE,Other unusual objects,2015
shot,gun,51,M,White,Edinburg,NY,Not fleeing,FALSE,Guns,2015
shot,gun,52,M,White,Franklin,NC,Not fleeing,FALSE,Guns,2015
shot,unknown,24,M,Black,McMinnville,OR,Foot,FALSE,Unknown,2015
shot,gun,32,M,White,Josephine County,OR,Car,FALSE,Guns,2015
shot,toy weapon,45,M,White,Brockton,MA,Not fleeing,FALSE,Other unusual objects,2015
shot,knife,60,M,Asian,San Diego,CA,Not fleeing,FALSE,Sharp objects,2015
shot,unarmed,23,M,Black,Jacksonville,FL,Foot,FALSE,Unarmed,2015
shot,gun,46,M,Hispanic,Lancaster,CA,Not fleeing,FALSE,Guns,2015
shot,gun,33,M,Hispanic,Camden,NJ,Not fleeing,FALSE,Guns,2015
shot,gun,40,M,White,Miami Beach,FL,Not fleeing,FALSE,Guns,2015
shot and Tasered,knife,27,M,Hispanic,West Covina,CA,Not fleeing,FALSE,Sharp objects,2015
shot,gun,42,M,Black,Oklahoma City,OK,Foot,FALSE,Guns,2015
shot,gun,37,M,White,Morristown,TN,Not fleeing,FALSE,Guns,2015
shot,gun,23,M,Black,Newport News,VA,Foot,FALSE,Guns,2015
shot,gun,36,M,White,Henderson,NV,Not fleeing,FALSE,Guns,2015
shot,unarmed,19,M,White,Pleasanton,CA,Foot,FALSE,Unarmed,2015
shot,gun,35,M,White,Austin,TX,Foot,FALSE,Guns,2015
shot,unarmed,43,M,White,Hawaiian Gardens,CA,Not fleeing,FALSE,Unarmed,2015
shot and Tasered,toy weapon,25,M,White,Austin,TX,Not fleeing,FALSE,Other unusual objects,2015
shot,gun,20,M,White,Oklahoma City,OK,Not fleeing,FALSE,Guns,2015
shot,knife,42,M,White,Bath,NH,Not fleeing,TRUE,Sharp objects,2015
shot,knife,29,M,Black,Los Angeles,CA,Not fleeing,FALSE,Sharp objects,2015
shot and Tasered,knife,42,M,Hispanic,Atwater,CA,Car,FALSE,Sharp objects,2015
shot and Tasered,unknown,31,M,White,Lakewood,CA,Other,FALSE,Unknown,2015
shot,gun,18,M,Black,Houston,TX,Not fleeing,FALSE,Guns,2015
shot,metal pole,33,M,White,Mesa,AZ,Not fleeing,FALSE,Blunt instruments,2015
shot,gun,59,M,White,Dallas,TX,Not fleeing,FALSE,Guns,2015
shot,gun,47,M,Hispanic,Bakersfield,CA,Not fleeing,FALSE,Guns,2015
shot,gun,39,M,Hispanic,Edinburg,TX,Not fleeing,FALSE,Guns,2015
shot,knife,37,M,Black,Atlantic City,NJ,Foot,FALSE,Sharp objects,2015
shot,gun,35,M,White,Sugar Creek,MO,Car,FALSE,Guns,2015
shot,knife,28,M,White,Elizabethtown,KY,Not fleeing,FALSE,Sharp objects,2015
shot,gun,59,M,White,Beaverton,OR,Not fleeing,FALSE,Guns,2015
shot,unknown,62,M,White,Ashe County,NC,Car,TRUE,Unknown,2015
shot,gun,50,M,White,Parowan,UT,Not fleeing,FALSE,Guns,2015
shot,gun,68,M,White,Phoenix,AZ,Foot,FALSE,Guns,2015
shot,gun,27,M,Black,Chicago,IL,Foot,FALSE,Guns,2015
shot,gun,17,M,White,Boulder Creek,CA,Not fleeing,FALSE,Guns,2015
shot,sword,21,M,Black,Kansas City,MO,Not fleeing,FALSE,Sharp objects,2015
shot and Tasered,Taser,38,M,White,Los Angeles,CA,Other,FALSE,Electrical devices,2015
shot,gun,54,M,White,Las Vegas,NV,Not fleeing,TRUE,Guns,2015
shot,gun,20,M,Black,Covington,GA,Not fleeing,FALSE,Guns,2015
shot,gun,25,M,Black,Chicago,IL,Not fleeing,FALSE,Guns,2015
shot,gun,31,M,White,Olivehurst,CA,Not fleeing,FALSE,Guns,2015
shot,knife,35,M,Native,Denver,CO,Foot,FALSE,Sharp objects,2015
shot,gun,60,M,White,Austin,TX,Foot,FALSE,Guns,2015
shot,gun,24,M,White,River Forest,IL,Not fleeing,FALSE,Guns,2015
shot,gun,27,M,White,Casper,WY,Not fleeing,FALSE,Guns,2015
shot and Tasered,unarmed,36,M,Black,Plantation,FL,Not fleeing,FALSE,Unarmed,2015
shot,gun,20,M,Black,Stone Mountain,GA,Not fleeing,FALSE,Guns,2015
shot,gun,24,M,White,Dunsmuir,CA,Car,FALSE,Guns,2015
shot,unknown,23,M,Hispanic,Lynn,MA,Not fleeing,FALSE,Unknown,2015
shot and Tasered,box cutter,41,M,White,Los Angeles,CA,Not fleeing,FALSE,Sharp objects,2015
shot,gun,20,M,Black,Mascotte,FL,Not fleeing,FALSE,Guns,2015
shot and Tasered,metal pipe,43,M,White,Marion,MI,Not fleeing,FALSE,Blunt instruments,2015
shot,sword,29,M,Hispanic,Wauwatosa,WI,Not fleeing,FALSE,Sharp objects,2015
shot,gun,35,M,Black,Homestead,FL,Not fleeing,FALSE,Guns,2015
shot,gun,30,M,White,Kansas City,KS,Other,FALSE,Guns,2015
shot,gun,24,M,Other,Chattanooga,TN,Not fleeing,FALSE,Guns,2015
shot,gun,23,M,Native,Cheyenne,WY,Not fleeing,FALSE,Guns,2015
shot,gun,29,M,White,Opp,AL,Foot,FALSE,Guns,2015
shot and Tasered,metal hand tool,25,M,Black,Moreno Valley,CA,Not fleeing,FALSE,Hand tools,2015
shot,knife,27,M,White,Seattle,WA,Foot,FALSE,Sharp objects,2015
shot,gun,50,M,White,Needles,CA,Not fleeing,FALSE,Guns,2015
shot,unarmed,19,M,Black,Memphis,TN,Foot,FALSE,Unarmed,2015
shot,unknown,24,M,Hispanic,Brownsville,TX,Other,FALSE,Unknown,2015
shot and Tasered,unarmed,23,M,Black,Orlando,FL,Foot,FALSE,Unarmed,2015
shot,knife,22,M,White,Fort Collins,CO,Not fleeing,FALSE,Sharp objects,2015
shot,gun,46,M,White,Phoenix,AZ,Not fleeing,FALSE,Guns,2015
shot,gun,65,M,White,Colby,KS,Not fleeing,FALSE,Guns,2015
shot,unarmed,43,M,Black,Mt. Auburn,OH,Car,TRUE,Unarmed,2015
shot,gun,35,M,White,Winnie,TX,Other,FALSE,Guns,2015
shot,unarmed,47,M,White,White,GA,Not fleeing,FALSE,Unarmed,2015
shot,gun,24,M,White,Oakland Park,FL,Car,FALSE,Guns,2015
shot,gun,35,M,White,Jesup,GA,Not fleeing,FALSE,Guns,2015
shot,gun,25,M,Hispanic,Monroe,WI,Not fleeing,FALSE,Guns,2015
shot,gun,27,M,Black,Philadelphia,PA,Not fleeing,FALSE,Guns,2015
shot and Tasered,knife,26,M,Black,Oklahoma City,OK,Other,FALSE,Sharp objects,2015
shot,gun,34,M,Black,Dayton,OH,Not fleeing,FALSE,Guns,2015
shot,gun,32,M,White,Myrtle Beach,SC,Not fleeing,FALSE,Guns,2015
shot,toy weapon,47,M,White,Douglas,WY,Not fleeing,FALSE,Other unusual objects,2015
shot,gun,44,F,White,Meadow Vista,CA,Not fleeing,FALSE,Guns,2015
shot and Tasered,unarmed,31,M,White,Plymouth,MN,Not fleeing,FALSE,Unarmed,2015
shot,gun,44,M,White,Studio City,CA,Not fleeing,FALSE,Guns,2015
shot and Tasered,knife,30,M,White,Pinnacle,NC,Not fleeing,FALSE,Sharp objects,2015
shot,blunt object,60,M,White,New Orleans,LA,Car,FALSE,Blunt instruments,2015
shot,gun,50,M,White,Decatur,GA,Not fleeing,FALSE,Guns,2015
shot,toy weapon,36,M,Black,Las Vegas,NV,Not fleeing,FALSE,Other unusual objects,2015
shot,gun,59,M,Black,Micanopy,FL,Not fleeing,FALSE,Guns,2015
shot,gun,33,M,Black,Shreveport,LA,Not fleeing,FALSE,Guns,2015
shot,unknown,19,M,White,Seneca,SC,Other,FALSE,Unknown,2015
shot,knife,56,M,White,Irmo,SC,Not fleeing,FALSE,Sharp objects,2015
shot,toy weapon,45,M,White,Houma,LA,Car,FALSE,Other unusual objects,2015
shot and Tasered,knife,22,M,White,Boulder,CO,Not fleeing,FALSE,Sharp objects,2015
shot,gun,34,M,Hispanic,Las Cruces,NM,Foot,FALSE,Guns,2015
shot,gun,53,M,White,Logan,UT,Not fleeing,FALSE,Guns,2015
shot,gun,48,M,White,Gardnerville Ranchos,NV,Not fleeing,FALSE,Guns,2015
shot,gun,25,M,White,Dunsmuir,CA,Car,FALSE,Guns,2015
shot,gun,30,M,Hispanic,Fort Worth,TX,Not fleeing,FALSE,Guns,2015
shot and Tasered,metal stick,47,M,Hispanic,Whittier,CA,Not fleeing,FALSE,Blunt instruments,2015
shot,gun,33,M,Hispanic,Albuquerque,NM,Not fleeing,TRUE,Guns,2015
shot,gun,34,M,White,Roswell,NM,Not fleeing,FALSE,Guns,2015
shot,gun,29,M,Hispanic,Tucson,AZ,Not fleeing,FALSE,Guns,2015
shot,unknown,63,M,White,Houston,TX,Not fleeing,FALSE,Unknown,2015
shot,gun,49,M,Black,Oakland,CA,Not fleeing,FALSE,Guns,2015
shot,gun,18,M,White,Campbelltown,PA,Foot,FALSE,Guns,2015
shot,gun,71,M,White,Powhatan County,VA,Not fleeing,FALSE,Guns,2015
shot,toy weapon,35,M,White,Muncie,IN,Not fleeing,FALSE,Other unusual objects,2015
shot,unknown,55,M,Hispanic,San Diego County,CA,Not fleeing,FALSE,Unknown,2015
shot,gun,31,M,Black,Rantoul,IL,Not fleeing,TRUE,Guns,2015
shot,knife,18,M,White,Louisville,KY,Not fleeing,FALSE,Sharp objects,2015
shot,knife,51,M,White,Greenfield,WI,Not fleeing,FALSE,Sharp objects,2015
shot,gun,39,M,Black,Maui,HI,Not fleeing,FALSE,Guns,2015
shot,gun,20,M,Black,Richmond,VA,Foot,FALSE,Guns,2015
shot,hatchet,29,M,White,Antioch,TN,Not fleeing,FALSE,Blunt instruments,2015
shot,gun,40,M,White,Tacoma,WA,Not fleeing,FALSE,Guns,2015
shot,knife,42,M,Hispanic,Elsmere,KY,Not fleeing,FALSE,Sharp objects,2015
shot,gun,22,M,Black,El Paso,TX,Car,FALSE,Guns,2015
shot,unarmed,19,M,Black,Arlington,TX,Not fleeing,FALSE,Unarmed,2015
shot,sharp object,24,M,Hispanic,Las Vegas,NV,Not fleeing,TRUE,Sharp objects,2015
shot,toy weapon,30,M,White,Fresno,CA,Not fleeing,FALSE,Other unusual objects,2015
shot,unknown,53,M,White,Superior,MT,Car,FALSE,Unknown,2015
shot,gun,25,M,Black,Greenville,NC,Not fleeing,FALSE,Guns,2015
shot,knife,28,M,Black,Long Beach,CA,Not fleeing,FALSE,Sharp objects,2015
shot,gun,24,M,Black,Summerville,SC,Car,FALSE,Guns,2015
shot,gun,59,M,White,Gastonia,NC,Not fleeing,FALSE,Guns,2015
shot,gun,46,M,White,Spokane,WA,Not fleeing,FALSE,Guns,2015
shot,unknown,15,M,Black,Indianapolis,IN,Not fleeing,FALSE,Unknown,2015
shot,gun,41,M,White,Ardmore,OK,Not fleeing,FALSE,Guns,2015
shot,meat cleaver,22,M,Hispanic,San Jose,CA,Foot,FALSE,Sharp objects,2015
shot,unknown,24,M,White,Gilbert,AZ,Not fleeing,FALSE,Unknown,2015
shot,gun,34,M,White,Sandpoint,ID,Not fleeing,FALSE,Guns,2015
shot and Tasered,knife,48,M,White,Waco,TX,Not fleeing,FALSE,Sharp objects,2015
shot,gun,24,M,White,Odessa,TX,Not fleeing,FALSE,Guns,2015
shot,gun,27,M,Black,Oakland,CA,Car,TRUE,Guns,2015
shot,gun,27,M,Hispanic,Hemet,CA,Car,FALSE,Guns,2015
shot,gun,27,M,Black,Toledo,OH,Car,FALSE,Guns,2015
shot,gun,49,M,White,Hobbs,NM,Car,FALSE,Guns,2015
shot and Tasered,knife,30,F,Black,Los Angeles,CA,Not fleeing,FALSE,Sharp objects,2015
shot,gun,38,M,Black,Staten Island,NY,Not fleeing,FALSE,Guns,2015
shot,gun,26,M,Hispanic,Boerne,TX,Not fleeing,FALSE,Guns,2015
shot,unarmed,30,M,Black,District Heights,MD,Foot,FALSE,Unarmed,2015
shot and Tasered,box cutter,53,M,White,Bolton,CT,Car,FALSE,Sharp objects,2015
shot,gun,23,M,Black,Sunnyvale,CA,Not fleeing,FALSE,Guns,2015
shot,unknown,34,M,Black,Inyokern,CA,Not fleeing,FALSE,Unknown,2015
shot,gun,30,M,White,Carson City,NV,Not fleeing,FALSE,Guns,2015
shot and Tasered,unarmed,43,M,White,Hanover,IN,Not fleeing,FALSE,Unarmed,2015
shot,gun,29,M,Hispanic,San Jose,CA,Not fleeing,FALSE,Guns,2015
shot,gun,47,M,White,Kerrville,TX,Not fleeing,FALSE,Guns,2015
shot,gun,35,M,Black,Houston,TX,Not fleeing,FALSE,Guns,2015
shot,unarmed,40,M,Hispanic,San Jose,CA,Foot,FALSE,Unarmed,2015
shot,gun,18,M,Black,St. Louis,MO,Foot,FALSE,Guns,2015
shot,gun,24,M,Black,Bloomfield Township,MI,Car,FALSE,Guns,2015
shot,gun,29,M,White,Hunters,WA,Foot,FALSE,Guns,2015
shot,gun,44,M,White,Canton,NC,Not fleeing,FALSE,Guns,2015
shot,gun,17,M,Hispanic,Ontario,CA,Not fleeing,FALSE,Guns,2015
shot,gun,19,M,White,Beverly,OH,Not fleeing,FALSE,Guns,2015
shot and Tasered,unarmed,50,M,White,Tuscaloosa,AL,Not fleeing,FALSE,Unarmed,2015
shot,gun,57,M,White,Grapeview,WA,Not fleeing,FALSE,Guns,2015
shot,unknown,30,M,White,North East,MD,Car,FALSE,Unknown,2015
shot,knife,38,M,White,Wake Forest,NC,Not fleeing,FALSE,Sharp objects,2015
shot,gun,31,M,White,Cohasset,MN,Not fleeing,FALSE,Guns,2015
shot,carjack,29,M,White,Bakersfield,CA,Not fleeing,FALSE,Blunt instruments,2015
shot,unknown,26,M,White,Wichita,KS,Car,FALSE,Unknown,2015
shot,knife,64,M,White,King George,VA,Not fleeing,FALSE,Sharp objects,2015
shot and Tasered,gun,39,M,Black,Troy,NY,Foot,FALSE,Guns,2015
shot,gun,57,M,White,Las Vegas,NV,Not fleeing,FALSE,Guns,2015
shot,gun,36,M,White,Jacksonville,FL,Not fleeing,FALSE,Guns,2015
shot,gun,36,M,White,Arab,AL,Car,FALSE,Guns,2015
shot,toy weapon,21,M,White,Brick Township,NJ,Not fleeing,FALSE,Other unusual objects,2015
shot,gun,53,M,Black,Archdale,NC,Not fleeing,FALSE,Guns,2015
shot,gun,30,M,Hispanic,Santa Fe,NM,Foot,FALSE,Guns,2015
shot,knife,34,M,Black,West Chester,PA,Not fleeing,FALSE,Sharp objects,2015
shot,gun,53,M,White,Thonotosassa,FL,Not fleeing,FALSE,Guns,2015
shot,gun,45,M,White,Phoenix,AZ,Not fleeing,FALSE,Guns,2015
shot,gun,22,M,Hispanic,Miami,FL,Not fleeing,FALSE,Guns,2015
shot,toy weapon,22,M,White,Hendersonville,TN,Not fleeing,FALSE,Other unusual objects,2015
shot,gun,46,M,White,Chattanooga,TN,Car,FALSE,Guns,2015
shot,gun,27,M,White,West Jordan,UT,Not fleeing,FALSE,Guns,2015
shot,chain,30,M,Black,Oakland,CA,Not fleeing,TRUE,Other unusual objects,2015
shot,box cutter,54,M,White,San Diego,CA,Not fleeing,TRUE,Sharp objects,2015
shot,contractor's level,29,M,Hispanic,Los Angeles,CA,Not fleeing,FALSE,Other unusual objects,2015
shot and Tasered,box cutter,42,M,Black,Dallas,TX,Not fleeing,FALSE,Sharp objects,2015
shot,unknown,41,M,Hispanic,San Antonio,TX,Not fleeing,FALSE,Unknown,2015
shot,gun,28,M,White,Spanish Fork,UT,Not fleeing,TRUE,Guns,2015
shot,unarmed,61,M,Black,Mount Vernon,NY,Not fleeing,FALSE,Unarmed,2015
shot,gun,23,M,White,Longview,TX,Not fleeing,FALSE,Guns,2015
shot,gun,25,M,Black,North Las Vegas,NV,Foot,FALSE,Guns,2015
shot,knife,37.1179309,M,White,San Antonio,TX,Not fleeing,FALSE,Sharp objects,2015
shot,unarmed,29,M,Hispanic,Chicago,IL,Car,FALSE,Unarmed,2015
shot,gun,20,M,White,Cushing,OK,Not fleeing,FALSE,Guns,2015
shot,gun,40,M,Hispanic,Tucson,AZ,Not fleeing,FALSE,Guns,2015
shot,knife,45,M,White,Loveland,CO,Foot,FALSE,Sharp objects,2015
shot,guns and explosives,33,M,Black,Bluefield,WV,Foot,FALSE,Multiple,2015
shot,gun,76,M,White,Twinsburg,OH,Not fleeing,FALSE,Guns,2015
shot,gun,47,M,White,Artesia,NM,Not fleeing,FALSE,Guns,2015
shot,gun,45,M,White,Prescott,AZ,Not fleeing,TRUE,Guns,2015
shot,unarmed,40,M,Hispanic,Fresno,CA,Not fleeing,TRUE,Unarmed,2015
shot,gun,37,M,White,Mitchell,SD,Not fleeing,FALSE,Guns,2015
shot,gun,27,M,White,Weitchpec,CA,Car,FALSE,Guns,2015
shot,gun,36,M,White,Springtown,TX,Not fleeing,FALSE,Guns,2015
shot,knife,23,M,White,Merrimack,NH,Not fleeing,FALSE,Sharp objects,2015
shot and Tasered,metal pipe,49,M,Hispanic,French Lick,IN,Not fleeing,FALSE,Blunt instruments,2015
shot,toy weapon,21,M,Black,Durham,NC,Not fleeing,FALSE,Other unusual objects,2015
shot,metal pipe,32,M,Hispanic,Ontario,CA,Not fleeing,TRUE,Blunt instruments,2015
shot,gun,35,M,Black,Virginia Beach,VA,Not fleeing,FALSE,Guns,2015
shot,unarmed,28,F,Black,Virginia Beach,VA,Not fleeing,FALSE,Unarmed,2015
shot,gun,59,M,Hispanic,Little Havana,FL,Car,FALSE,Guns,2015
shot,gun,28,M,Black,Shreveport,LA,Car,FALSE,Guns,2015
shot,gun,45,M,White,Hobbs,NM,Not fleeing,FALSE,Guns,2015
